legal_articles,legal_violation_categories,violation_keywords,reason_ai
《温州市综合执法常见违法行为行政处罚自由裁量权行使标准》,其他,ai,仅有总则名称，无法细化判断。
《温州市综合执法常见违法行为行政处罚自由裁量权行使规定》,其他,ai,仅有总则名称，无法具体判断。
《温州市综合行政执法常见执法事项行政处罚自由裁量权行使标准》,其他,ai,《温州市综合行政执法…》为总则标准，无法细分。
《温州市综合行政执法常见执法事项行政处罚自由裁量权行使规定》,其他,ai,仅有总则标题，无法细分判断。
《温州市综合行政执法行政处罚自由裁量权行使规定》,其他,ai,仅为裁量规定标题，无法细分。
《温州市综合行政执法行政处罚自由裁量权行使规定》第七条,其他,ai,仅给出条文编号，无实质内容。
《温州市综合行政执法行政处罚自由裁量权行使规定》第七条第一款第(一)项,其他,ai,仅见条款序号无具体内容。
《温州市综合行政执法行政处罚自由裁量权行使规定》第五条,其他,ai,仅提及规定条款序号，无法判断。
《温州市综合行政执法行政处罚自由裁量权行使规定》第五条第一、三项和第六条第一项,其他,ai,仅给出裁量规定条款，无法具体判断。
《温州市综合行政执法行政处罚自由裁量权行使规定》第五条第三项,其他,ai,仅给出条款序号，无法判断内容。
《温州市综合行政执法行政处罚自由裁量权行使规定》第五条第三项、第五条第四项,其他,ai,仅给出处罚裁量规定条款，无法细分类型。
《温州市综合行政执法行政处罚自由裁量权行使规定》第五条第二项、第五条第三项,其他,ai,仅给出规定条款序号，无法判断具体领域。
《温州市综合行政执法行政处罚自由裁量权行使规定》第五点第(三)项,其他,ai,仅给出条次，未见具体内容。
《温州市综合行政执法行政处罚自由裁量权行使规定》第六条第一款,其他,ai,仅提及裁量规定本身，无法细分。
《温州市自然资源和规划局关于公布温州市区主要街道和重点区域范围的通知》,建设工程与房地产,ai,自然资源和规划局街道范围属国土规划。
《温州市鹿城区综合行政执法局责令限期改正通知书》,其他,ai,仅有文书名称，无法判断具体领域。
《温州市龙湾区城市管理与行政执法局行政处罚事先告知书》,其他,ai,仅有告知书标题，无法判断具体违规类型。
《温州市龙湾区城市管理和行政执法局行政处罚事先告知书》,环境保护,ai,城管执法通常针对市容和环境违法。
《温州市龙湾区综合行政执法局行政处罚事先告知书》,其他,ai,只有告知书标题，缺乏具体违法情节。
《温州市龙湾区综合行政执法局行政处罚告知书》,其他,ai,仅有文书标题，无具体违法内容。
《温州晨辉包装材料有限公司》,其他,ai,仅有企业名称，无法判断具体违法类型。
《温州普洛赛斯检测科技有限公司上岗证》,安全生产,ai,上岗证通常系安全生产管理要求。
《温州都市报》,其他,ai,仅提及报纸名称，无法判断具体违法内容。
《温馨提示》,其他,ai,仅有“温馨提示”标题，内容缺失无法判断。
《港澳居民来往内地通行证》,*出入境证件管理*,ai,涉及港澳居民来往内地通行证管理。
《游泳场所卫生标准》,卫生健康,ai,游泳场所卫生标准属公共卫生规范。
《游泳场所卫生规范》,卫生健康,ai,游泳场所卫生规范属公共卫生监管。
《游泳池水质标准》,卫生健康,ai,《游泳池水质标准》属公共卫生管理规范。
《湖北省价格条例》第九条第一款第(一)项,市场秩序与竞争监管,ai,依据地方价格条例规范价格行为。
《湖北省价格条例》第四十一条“经营者违反本条例第九条第二款,市场秩序与竞争监管,ai,依据地方价格条例，属价格管理行为。
《湖北省住房和城乡建设行政处罚裁量基准》,建设工程与房地产,ai,住房城乡建设领域行政处罚裁量基准。
《湖北省关于在专项清理工作中认定挂靠借用资质投标、违规出借资质行为的通知》,建设工程与房地产,ai,规范挂靠借用资质投标及出借资质行为。
《湖北省兽药管理实施办法》第十二条第三款之规定,产品质量与安全,ai,兽药属药品监管领域。
《湖北省医疗机构管理实施办法》第三十二条,卫生健康,ai,《湖北省医疗机构管理实施办法》属医疗监管领域。
《湖北省卫生健康行政处罚自由裁量权指导标准》,卫生健康,ai,卫生健康行政处罚标准，属医疗卫生领域。
《湖北省卫生健康行政处罚自由裁量权指导标准》第143条轻微情节(首次发现)和第148条,卫生健康,ai,依据卫生健康系统处罚裁量标准。
《湖北省实施办法》第三十一条,其他,ai,仅给出条文编号，无法判断内容。
《湖北省实施办法》第二十一条第一款,其他,ai,仅给出条款序号，无法判断内容。
《湖北省实施办法》第八条,其他,ai,仅给出条文编号，无法判断内容。
《湖北省工商行政管理机关实施行政处罚自由裁量权暂行规定》,市场秩序与竞争监管,ai,工商机关处罚裁量，多涉市场秩序。
《湖北省工商行政管理机关实施行政处罚自由裁量权暂行规定》第九条,其他,ai,仅给出条号无具体内容无法判断。
《湖北省工商行政管理机关实施行政处罚自由裁量权暂行规定》第二十二条,其他,ai,仅给出条文编号，无法推断内容。
《湖北省工商行政管理机关实施行政处罚自由载量权暂行规定》第十二条以及第十三条,其他,ai,仅知为自由裁量规定，无法细分。
《湖北省市场监督管理局关于新型冠状病毒感染的肺炎防控期间有关价格违法行为认定与处理的指导意见》,市场秩序与竞争监管,ai,文件针对价格违法行为认定处理。
《湖北省市场监督管理局行政处罚裁量权适用规则》第十六条(二)项,其他,ai,仅给出条款编号，无法判断具体领域。
《湖北省市场监督管理行政处罚裁量权适用规则(试行)》第十五条第(二)项,其他,ai,仅知条款序号，无具体违法内容。
《湖北省市场监督管理行政处罚裁量权适用规则(试行)》第十五条第一款第(二)项,其他,ai,仅给出条款编号，无法判断具体领域。
《湖北省市场监督管理行政处罚裁量权适用规则(试行)》第十八条,其他,ai,仅给出条文序号，无法判断内容。
《湖北省市场监督管理行政处罚裁量权适用规则》,其他,ai,仅给出规则名称，无法细分归类。
《湖北省市场监督管理行政处罚裁量权适用规则》第三条、第十二条第（二）项、第十三条第（三）项,其他,ai,仅见裁量规则条款，无法细分类型。
《湖北省市场监督管理行政处罚裁量权适用规则》第十三条,其他,ai,仅提供条文编号，无具体内容。
《湖北省市场监督管理行政处罚裁量权适用规则》第十二条第(二)项,其他,ai,仅给出条款序号，无法判断具体领域。
《湖北省市场监督管理行政处罚裁量权适用规则（试行）》,其他,ai,仅为总则性规则名称，无法细化。
《湖北省市场监督管理行政处罚裁量标准》第175项,市场秩序与竞争监管,ai,条文号大，多属市场秩序类规范。
《湖北省市场监督管理行政处罚裁量规则》第三条、第十二条第(三)项,其他,ai,仅给出规则条款序号，无法细分。
《湖北省市场监督管理行政处罚裁量规则》第五条、第十二条,其他,ai,仅指裁量规则条款，无法细化。
《湖北省市场监督管理行政处罚裁量规则》第八条第（二）项、第十一条第（二）项,其他,ai,仅给出裁量规则条款，无法判断具体领域。
《湖北省市场监督管理行政处罚裁量规则》第十八条:“对违法行为给予罚款处罚,其他,ai,仅为处罚规则条款，未涉具体领域。
《湖北省市场监管管理行政处罚裁量权适用规则》,其他,ai,仅给出规则名称，无法细分具体领域。
《湖北省推广使用车用乙醇汽油试点办法》,*成品油经营管理*,ai,依据车用乙醇汽油推广管理规定。
《湖北省推广使用车用乙醇汽油试点办法》第十六条,*成品油经营管理*,ai,规范车用乙醇汽油生产销售使用。
《湖北省邮政条例》第三十九条第三款,*邮政市场管理*,ai,条文属地方邮政监管及处罚事项。
《湖南 省公安行政处罚裁量权基准》第一百七十五条,治安管理,ai,属公安行政处罚裁量基准，定位治安管理。
《湖南省人民政府法制办公室关于耒阳市进一步推进相对集中行政处罚权试点工作的复函》,其他,ai,仅见试点复函名称，无法细分。
《湖南省公安行政处罚裁量权基准》第一百七十五条,治安管理,ai,属公安行政处罚基准，一般治安管理。
《湖南省公安行政处罚裁量权基准》第一百七十五条第3项,治安管理,ai,属公安机关治安处罚裁量基准范畴。
《湖南省公安行政处罚裁量权基准》第一百五十一条,治安管理,ai,公安行政处罚裁量，属治安管理范围。
《湖南省公安行政处罚裁量权基准》第一百五十九条,治安管理,ai,属公安机关处罚范畴的治安违法。
《湖南省公安行政处罚裁量权基准》第一百六十六条,治安管理,ai,条文属公安机关治安处罚裁量规范。
《湖南省公安行政处罚裁量权基准》第一百六十四条,治安管理,ai,公安行政处罚基准，多属治安管理。
《湖南省公路治超工作“一超四究”信息抄告》,交通运输,ai,涉及公路治超“一超四究”超限运输。
《湖南省发展和改革委员会关于再次降低我省一般工商业电价有关问题的通知》,市场秩序与竞争监管,ai,涉及电价调整，属价格管理。
《湖南省发展和改革委员会关于印发的通知》,市场秩序与竞争监管,ai,《发改委通知》多涉及价格收费管理。
《湖南省城市综合管理条例》第十七条第一款,其他,ai,仅给出条款序号，无法判断内容。
《湖南省定价目录》,市场秩序与竞争监管,ai,涉及《湖南省定价目录》属价格管理事项。
《湖南省市场监督管理行政处罚自由裁量权实施办法(试行)》,其他,ai,仅为实施办法名称，无法细分。
《湖南省市场监督管理行政处罚自由裁量权实施办法（试行）》第十条,其他,ai,仅给出条号，无具体违法内容说明。
《湖南省市场监督管理行政处罚裁量权实施办法(试行)》第十四条,其他,ai,仅提及条款序号，无法判断具体领域。
《湖南省物价局关于印发的通知》,市场秩序与竞争监管,ai,《物价局》规范属价格收费管理。
《湖南省行政程序规定》第六十八条,其他,ai,仅给出条文编号，缺乏具体内容。
《湖州市文化市场行政处罚自由裁量权行使标准》,公共文化与传媒,ai,《文化市场行政处罚》属文化传媒监管。
《湖州市综合行政执法局行政处罚自由裁量权细化标准(市容环卫)》,*市容环境管理*,ai,依据市容环卫执法自由裁量标准相关。
《湖州市综合行政执法局行政处罚自由裁量权细化标准(市政公用)》,建设工程与房地产,ai,市政公用执法多涉及市政建设管理。
《湖州日报》,公共文化与传媒,ai,《湖州日报》属新闻传媒领域。
《湘味熟食 动物性水产熟食》,产品质量与安全,ai,涉及动物性水产熟食食品管理。
《湘潭县市场监督管理局责令改正通知书》,其他,ai,仅有文书名称无法判断具体类型。
《湘潭县市场监督管理局限期提供材料通知书》,市场主体与登记治理,ai,限期提供材料，多涉企业公示登记。
《湘潭市商务局行政处罚裁量权基准（试行）》第一项,*商务领域处罚基准*,ai,标题对应商务局行政处罚裁量规则。
《湘潭市工商行政管理机关行政处罚自由裁量执行标准》,市场秩序与竞争监管,ai,工商机关处罚标准，多涉市场秩序。
《湘西州市场监督管理局实施行政强制措施决定书》,其他,ai,仅有文书名称，无法判断具体领域。
《湛江市工商行政管理局霞山分局行政处罚告知书》,其他,ai,仅有标题无案情细节，无法细分。
《湛江市霞山区市场监督管理局吊销企业营业执照听证告知公告》,市场主体与登记治理,ai,涉及吊销营业执照的登记管理问题。
《湛江市霞山区市场监督管理局行政处罚听证告知书》,其他,ai,仅有处罚听证告知书名称，无法判断。
《湛江日报》,公共文化与传媒,ai,《湛江日报》属报刊传媒领域。
《湛江晚报》,公共文化与传媒,ai,《湛江晚报》属报刊传媒领域。
《湿地保护管理规定》第二十九条第一项、,环境保护,ai,湿地保护管理规定属生态环境保护内容。
《湿巾》,产品质量与安全,ai,《湿巾》属产品标准，涉及质量要求。
《源头负责人询问笔录》,其他,ai,仅有标题无法判断具体违法类型。
《溶解乙炔》,安全生产,ai,溶解乙炔属危险化学品安全管理。
《滑液囊支原体的克星--滑曼康口服液》,市场秩序与竞争监管,ai,药品功效夸大宣传用语明显。
《滚动轴承 外球面球轴承和偏心套 技术条件》,产品质量与安全,ai,《技术条件》标准属性，属产品质量。
《漳州市市场监督管理局关于印发服务市场主体纾困解难十二条措施的通知》,其他,ai,纾困解难扶持措施，无处罚内容。
《漳州市积极应对疫情影响助力市场主体纾困解难的三十条措施》,其他,ai,涉疫情纾困扶持政策性措施，无处罚内容。
《潮州市工商行政管理局行政处罚听证告知书》,其他,ai,仅有文书名称，无具体案由内容。
《潮州市工商行政管理局行政处罚告知书》,其他,ai,仅有案由名称，无具体违法内容。
《潮州市潮安区工商行政管理局行政处罚听证告知书》,其他,ai,仅见听证告知书标题，无法判断具体违法类型。
《潮州市潮安区工商行政管理局行政处罚告知书》,其他,ai,仅有文书名称无具体案情内容。
《潮州日报》,公共文化与传媒,ai,《潮州日报》属新闻传媒领域。
《潼关局工商案告字字2015第17号处罚告知书》,其他,ai,仅给出文号，无具体违法事实描述。
《濒危物种允许进口证明书》,海关/进出口,ai,涉及濒危物种进口许可证明管理。
《濮阳市市场监督管理局协助调查函》,其他,ai,仅见协助调查函标题，内容缺失。
《濮阳市市场监督管理局询问通知书》,其他,ai,仅见询问通知书名称，无法细化判断。
《濮阳市市场监督管理局限期提供材料通知书》,市场主体与登记治理,ai,限期提供材料，多涉工商信息报送。
《火化证明》,其他,ai,仅见“火化证明”标题无法细化判断。
《灭火救援出动命令单》,消防安全,ai,《灭火救援出动命令单》属消防业务规范。
《灵寿县工商行政管理局责令改正通知书》,其他,ai,仅见通知书名称，无具体违法内容。
《灵川县市场监督管理局行政处罚听证告知书》,其他,ai,仅有听证告知书标题，无法判断违法类型。
《灵川县市场监督管理局责令退款通知书》,消费者权益/市场秩序,ai,责令退款，多为消费维权纠纷。
《炉渣、燃料煤清理及疏通承包协议书》,建设工程与房地产,ai,《承包协议书》体现工程承包行为。
《点播影院、点播院线管理规定》第十六条,公共文化与传媒,ai,点播影院院线管理属公共文化领域。
《炼铁厂设备管理制度》,安全生产,ai,炼铁厂设备管理属生产安全管理。
《炼铁规程》,安全生产,ai,炼铁规程属工业生产安全操作规范。
《烘房使用记录表》,安全生产,ai,烘房使用记录多用于生产安全管理。
《烟台鲁宝钢管有限责任公司“1.7”一般机械伤害事故调查报告》,安全生产,ai,“机械伤害事故调查报告”属安全生产事故。
《烟尘采样测量报表》,环境保护,ai,烟尘采样测量报表属环境监测领域。
《烤箱清扫作业方案》,其他,ai,《烤箱清扫作业方案》属安全操作规程。
《烧结多孔砖和多孔砌块》,产品质量与安全,ai,为建材产品标准，属产品质量规范。
《烧结多孔砖和多孔砌砖》,产品质量与安全,ai,产品标准《烧结多孔砖和多孔砌砖》属质标。
《烧结普通砖》,产品质量与安全,ai,《烧结普通砖》为产品质量标准相关。
《烧结页多孔砖和多孔砌块》,产品质量与安全,ai,《烧结页多孔砖和多孔砌块》属产品标准。
《焊工防护手套》,产品质量与安全,ai,系防护手套产品标准，属产品质量。
《焊工防护手套》第三条,安全生产,ai,焊工个体防护装备规范，属安全生产。
《焊接与热切割作业》,安全生产,ai,焊接与热切割作业属典型安全生产管理。
《焊接与热切割作业证》,安全生产,ai,焊接热切割属特种作业安全管理。
《焦作日报》,公共文化与传媒,ai,《焦作日报》属报纸媒体领域。
《煤炭买卖（购销）合同》,合同买卖纠纷*,ai,涉及煤炭买卖合同履行争议。
《照片》,其他,ai,仅有“照片”字样，无法判断具体内容。
《照片提取单》,其他,ai,《照片提取单》信息极少，无法判断。
《照片资料》,无法判断*,ai,仅提供“照片资料”标题无法分类。
《熟肉制品卫生标准》,产品质量与安全,ai,熟肉制品卫生标准属食品安全规制。
《熟食制品卫生标准》,产品质量与安全,ai,熟食卫生标准属食品安全规范。
《燕赵晚报》,公共文化与传媒,ai,《燕赵晚报》属报纸传媒领域。
《爆 炸 危 险 环 境 电 力 装 置 设 计 规 范》,安全生产,ai,涉爆炸危险环境电力装置安全要求。
《爆 炸 危 险 环 境 电 力 装 置 设 计 规 范》第5.2.1、5.2.2条,安全生产,ai,涉爆炸危险环境电力装置设计规范。
《爆破制度汇编》,安全生产,ai,爆破作业属高危作业和危化品管理。
《爱的教育》,其他,ai,《爱的教育》为文学作品并非法律条文。
《爱看杂志》,公共文化与传媒,ai,系期刊杂志管理领域规定。
《牙克石市市场监督管理局2015年企业年度报告及信息公示公告》,市场主体与登记治理,ai,涉及企业年度报告及信息公示管理。
《牛仔服装》,产品质量与安全,ai,《牛仔服装》属服装产品标准规范。
《牛年运程》,其他,ai,《牛年运程》属运势内容非法规。
《牛年远程》,其他,ai,《牛年远程》未体现具体领域信息。
《物业使用权转让合同》,建设工程与房地产,ai,《物业使用权转让合同》属房地产业务。
《物业委托管理服务合同》,市场秩序与竞争监管,ai,物业服务合同属消费服务领域管理。
《物业委托管理经营合同》,建设工程与房地产,ai,物业委托管理合同，属物业管理领域。
《物业服务企业资质管理办法》,建设工程与房地产,ai,物业服务资质管理，归属房地产领域。
《物业服务企业资质管理办法》第二条,建设工程与房地产,ai,物业服务资质管理，属房地产领域。
《物业服务协议》,其他,ai,仅见物业协议名称，无具体违法内容。
《物业服务合同》,市场秩序与竞争监管,ai,《物业服务合同》系服务消费合同。
《物业服务收费公示栏》,市场秩序与竞争监管,ai,《物业服务收费公示》属收费管理规范。
《物业服务收费管理办法》第二条,市场秩序与竞争监管,ai,《物业服务收费管理办法》属收费管理规制。
《物业租赁协议》,建设工程与房地产,ai,物业租赁协议本质属房屋租赁事务】
《物业租赁合同》,建设工程与房地产,ai,物业租赁合同本质属房地产管理。
《物业管理企业资质管理办法》,建设工程与房地产,ai,《物业管理企业资质管理办法》属物业房地产管理。
《物业管理委托服务合同》,建设工程与房地产,ai,物业管理委托合同属房地产管理。
《物业管理服务合同》,消费者权益/市场秩序,ai,《物业管理服务合同》属物业服务消费。
《物业管理服务委托协议》,其他,ai,仅见协议名称，无法识别具体领域。
《物业管理条例》,建设工程与房地产,ai,物业管理条例属房地产管理领域。
《物业管理条例》第三十二条第二款,建设工程与房地产,ai,物业管理条例属物业房地产管理领域。
《物业管理条例》第二十七条,建设工程与房地产,ai,涉及物业管理法规事项。
《物业管理证书》,建设工程与房地产,ai,物业管理证书属物业管理领域。
《物业管理顾问咨询服务合同》,其他,ai,仅提及合同名称，无具体违法内容。
《物业经理任命书》,其他,ai,《物业经理任命书》为任职文书，无法定违规信息。
《物价计量信得过单位》,计量/器具,ai,《物价计量信得过单位》涉及计量管理。
《物探成果验证台账》,其他,ai,《物探成果验证台账》无法对应现有类。
《物料验收记录》,*企业内部管理*,ai,《物料验收记录》属企业内控管理制度。
《物权法》,建设工程与房地产,ai,《物权法》核心规范物权及不动产。
《物权法》第七十四条,其他,ai,仅给出条号无具体行为内容。
《物权法》第三十九条,建设工程与房地产,ai,《物权法》规范物权归属与利用。
《物理学基础教程》,其他,ai,《物理学基础教程》属教材内容，非法规。
《物理检验原始记录》,产品质量与安全,ai,物理检验记录属于产品质量检验环节。
《物证鉴定书》,其他,ai,仅有标题无法获取具体情节。
《特殊作业管理制度》,安全生产,ai,特殊作业管理制度属安全生产管理。
《特殊化妆品注册证》,产品质量与安全,ai,化妆品监管属药品化妆品领域。
《特福莱全球汽车美容装饰专家》,其他,ai,仅出现品牌名称，无法对应具体类目。
《特福莱汽车服务加盟协议书》,消费者权益/市场秩序,ai,加盟协议合同争议，属消费/商事纠纷。
《特许经营合同》,市场秩序与竞争监管,ai,涉及特许经营合同规范市场秩序。
《特许零售商零售合作协议》,其他,ai,《特许零售商零售合作协议》仅系合同名称。
《狗男女》,*法律条文缺失*,ai,仅有标题无内容，无法判断。
《狙击手：幽灵战士2》,*未涉行政违法*,ai,仅为游戏名称，无法律内容。
《玉林市市场监督管理局关于协查液化石油气钢瓶检验机构相关情况的复函》,燃气安全,ai,涉及液化石油气钢瓶检验管理。
《玉楸药解》,其他,ai,仅为医药典籍名称，无法对应行政违法。
《玉环市综合行政执法局行政处罚事先告知书》,其他,ai,未提供具体条款内容，无法细分。
《玉环市综合行政执法局行政处罚决定书》,其他,ai,仅给出决定书标题，无法判断具体违法类型。
《王明德任命文件》,其他,ai,仅为任命文件名称，无违法信息。
《王福强身份证原件》,其他,ai,仅提及身份证原件无法判断具体类型。
《现代商业》,公共文化与传媒,ai,期刊出版发行管理，一般归属传媒。
《现代汉语词典》,公共文化与传媒,ai,《现代汉语词典》属出版文化领域。
《现代花苑商住小区》,其他,ai,仅有小区名称，无法判断具体内容。
《现代金报》,其他,ai,仅有报纸名称，无案情内容。
《现场勘察图》,其他,ai,仅有“现场勘察图”字样无法判断具体类型。
《现场勘察平面图》,其他,ai,《现场勘察平面图》信息极少无法判断。
《现场勘察平面示意图》,其他,ai,仅有示意图标题，无法判断具体类型。
《现场勘察示意图》,其他,ai,仅见“现场勘察示意图”字样，信息不足。
《现场勘察记录》,其他,ai,仅有标题无具体案情描述。
《现场勘查、取证图片》,其他,ai,仅有标题无内容，无法判断具体类型。
《现场勘查示意图》,其他,ai,仅有“现场勘查示意图”标题，无法细分。
《现场勘查笔录》,其他,ai,除标题外无实质违法内容可判定。
《现场勘查记录》,其他,ai,记录内容缺失，无法判断具体类型。
《现场勘测笔录》,其他,ai,仅有文书标题无法判断具体类型。
《现场勘验(检查)笔录》,其他,ai,仅有标题无内容，无法判断。
《现场勘验、检查笔录》,其他,ai,未提供任何具体法律条文内容。
《现场勘验图》,其他,ai,仅有标题“现场勘验图”，无实质内容。
《现场勘验照片》,其他,ai,仅有“现场勘验照片”，无具体违法内容。
《现场勘验笔录》,其他,ai,仅有标题无法获取具体违法信息。
《现场取证照片》,其他,ai,仅有“现场取证照片”，无法判断具体类型。
《现场取证照片说明》,其他,ai,仅有标题无内容，无法判断。
《现场处理决定书》,其他,ai,仅有文书标题，无任何案情内容。
《现场处理措施决定书》,其他,ai,仅有文书名称，无法判断具体类型。
《现场处理措施决定书》,其他,ai,仅有文书名称无法判断具体类型。
《现场处置措施》,其他,ai,仅有标题无具体内容，无法判断。
《现场处置措施决定书》,其他,ai,仅有文书标题，内容缺失无法判断。
《现场影像资料保存证物袋》,其他,ai,仅见证物袋标题，无法判断具体类型。
《现场情况示意图》,其他,ai,仅有示意图标题，无法判断具体类型。
《现场执法文书》,其他,ai,未提供具体条文内容，无法判断。
《现场执法照片》,其他,ai,仅有“现场执法照片”，无具体案由信息。
《现场措施决定书》,其他,ai,未提供具体条文内容无法判断。
《现场提取证据贴签》,其他,ai,仅见“现场提取证据贴签”名称无法判断。
《现场整改照片》,其他,ai,《现场整改照片》信息极少无法判断。
《现场核查报告》,其他,ai,《现场核查报告》无实质内容可判。
《现场检查(勘察)笔录》,其他,ai,仅有标题无具体案情内容。
《现场检查(勘查)笔录》,其他,ai,仅有标题无具体违法事实描述。
《现场检查(勘验)影像证据》,其他,ai,仅有标题无具体内容，无法细分。
《现场检查(勘验)影响证据》,其他,ai,仅标题“现场检查影响证据”，无法细分。
《现场检查(勘验)示意图》,其他,ai,仅有示意图名称，无法具体判断。
《现场检查(勘验)笔录》,其他,ai,笔录内容缺失，无法判断具体类型。
《现场检查(勘验)笔录》,其他,ai,笔录内容缺失，无法判断具体类型。
《现场检查(勘验)记录》,其他,ai,仅有标题无实质内容，无法判断。
《现场检查(勘验)证据》,其他,ai,仅有标题无具体内容，无法细分。
《现场检查/勘验笔录》,其他,ai,仅有标题无具体内容，无法判断。
《现场检查事实与评价》,其他,ai,未提供具体事实内容，无法判断。
《现场检查事实对应分管责任人明细》,其他,ai,仅见标题无具体内容可判定。
《现场检查事实确认书》,其他,ai,仅有文书名称，无具体违法事实。
《现场检查事实确认单》,其他,ai,仅有标题无具体违法事实内容。
《现场检查勘察笔录》,其他,ai,仅有标题，无具体违法事实描述。
《现场检查勘验笔录》,其他,ai,仅见标题无具体案情内容。
《现场检查影像证据》,其他,ai,仅有标题无具体内容，无法判断。
《现场检查方案》,其他,ai,仅见“现场检查方案”，无法细分。
《现场检查照片》,其他,ai,仅有“现场检查照片”，无法判断具体类型。
《现场检查笔录(复查)》,其他,ai,仅有标题无具体案情内容。
《现场检查笔录》,其他,ai,仅有标题无内容，无法判断具体类型。
《现场检查记》,其他,ai,未提供具体检查内容，无法判断。
《现场检查记录》,其他,ai,仅有标题无法判断具体领域。
《现场检查记录》,其他,ai,仅见标题无实质内容可判定。
《现场检查记录》,其他,ai,仅有标题无内容，无法判断。
《现场检查记录表》,其他,ai,仅有表名无内容，无法判断具体类型。
《现场检查（勘察）平面图》,其他,ai,仅有标题无具体内容，无法细分。
《现场检查（勘察）笔录》,其他,ai,未提供具体条文内容，无法判断。
《现场检查（勘查）图示》,其他,ai,仅见“现场检查图示”标题，无法细分。
《现场检查（勘查）笔录》,其他,ai,未提供任何具体法律条款内容。
《现场检查（勘验）影像》,其他,ai,仅见标题无具体内容可判定。
《现场检查（勘验）影像证据》,其他,ai,仅提及影像证据名称，无法判断具体领域。
《现场检查（勘验）笔录》,其他,ai,未提供具体条款内容，无法判断。
《现场照片》,其他,ai,仅有“现场照片”字样，无法判定具体类型。
《现场照片证据》,其他,ai,仅有“现场照片证据”，无具体情节可判。
《现场照片证据提取单》,其他,ai,仅有标题无具体违法事实内容。
《现场照片（图片、影像资料）证据》,其他,ai,仅标题无具体违法内容可判定。
《现场相片》,其他,ai,仅有“现场相片”字样，无法判断具体类型。
《现场示意图》,其他,ai,《现场示意图》信息单薄，无法判断。
《现场笔录》,其他,ai,仅给出标题现场笔录，无法判断。
《现场草图》,其他,ai,《现场草图》信息极少，无法判断。
《现场证据材料﹝照片﹞》,其他,ai,仅有“现场证据照片”字样，无法判断。
《现场证据材料（照片）》,其他,ai,仅有“现场证据材料（照片）”字样无法判断。
《现场证物照片》,其他,ai,仅有“现场证物照片”，无具体违法情节。
《现场调查报告书》,其他,ai,未提供具体条款内容，无法分类。
《现场违法照片》,其他,ai,仅有“现场违法照片”，信息不足。
《现状说明》,其他,ai,仅有“现状说明”字样，无法判断。
《现金交款单》,财税与金融监管,ai,现金交款单属会计收支票据。
《现金总分类账》,财税与金融监管,ai,《现金总分类账》属会计核算规范。
《现金支出证明单》,财税与金融监管,ai,《现金支出证明单》属会计凭证管理。
《现金收入单据》,财税与金融监管,ai,《现金收入单据》属会计票据管理。
《现金日记帐》,财税与金融监管,ai,现金日记账属会计核算管理范围。
《现金明细分类账》,财税与金融监管,ai,《现金明细分类账》属会计核算凭证。
《珠宝玉石 名称》,产品质量与安全,ai,涉及珠宝玉石名称标准规范管理。
《珠宝玉石 鉴定》,产品质量与安全,ai,珠宝玉石鉴定属产品质量领域。
《珠宝玉石饰品 标识》,产品质量与安全,ai,珠宝玉石饰品标识属产品质量规范。
《珠工商万外责字（2007）第7号》,其他,ai,仅有文号无内容，无法判断具体类型。
《珠江商报》,其他,ai,《珠江商报》仅为报纸名称，信息不足。
《珠江时报》,其他,ai,仅见报纸名称，无具体条文内容。
《珠江晚报》,公共文化与传媒,ai,《珠江晚报》属于新闻传媒领域。
《珠海—平远》,其他,ai,仅给出标题“珠海—平远”，无实质内容。
《珠海—梅州》,其他,ai,仅有标题无具体违法内容描述。
《珠海市工商行政管理局行政处罚听证告知书》,其他,ai,仅有文书名称无法判断具体类型。
《珠海市工商行政管理局行政处罚告知书》,其他,ai,仅有标题无具体案情内容，无法细分。
《珠海市工商行政管理局规范行政处罚自由裁量权暂行办法》第十条第（十）项,其他,ai,条款内容未提供，无法精准对应。
《珠海市工商行政管理局金湾分局责令改正通知书》,其他,ai,仅有文书名称无法判断具体违法类型。
《珠海市工商行政管理系统行政处罚规范》第七十七条,其他,ai,仅有条文序号，无具体内容说明。
《珠海市市场监督管理局行使行政处罚自由裁量权实施办法》第十七条第一项,其他,ai,仅给出条款序号，无法判断具体领域。
《珠海市斗门区工商行政管理局行政处罚听证告知书》,其他,ai,仅有听证告知书标题，无法判断具体违法类型。
《珠海市海洋农业和水务局及局属行政执法单位行政处罚自由裁量权细化标准》,环境保护,ai,海洋农业水务局职能涉及水资源管理。
《珠海市香洲区市场监督管理局行政处罚告知书》,其他,ai,仅给出文书标题，无法判断具体违规则。
《珠海特区报》,公共文化与传媒,ai,《珠海特区报》属新闻传媒领域。
《珠海红盾网》,其他,ai,仅有网站名称，无具体违法内容。
《珠海经济特区出租车管理条例》第三十六条第三项的规定,交通运输,ai,出租车管理条例属道路运输管理。
《珠海经济特区出租车管理条例》第二十一条第一款的规定,交通运输,ai,出租车管理条例属城市客运交通管理。
《瑞丽》,其他,ai,《瑞丽》未指向具体领域。
《瑞安市市场监督管理局行政处罚决定书》,其他,ai,仅有标题无具体案情内容。
《瓦斯巡回检查制度》,安全生产,ai,瓦斯巡检属矿山安全生产管理制度。
《瓦斯日报表》,安全生产,ai,《瓦斯日报表》属矿山瓦斯安全管理。
