legal_articles,legal_violation_categories,violation_keywords,reason_ai
《黄淮名酒带风格成因及发展前景》,其他,ai,仅为研究性文章标题，无违法内容。
《黄梅县市场监督管理局询问笔录》,其他,ai,仅见询问笔录标题，缺乏具体案情。
《黄梅县工商行政管理局询问通知书》,其他,ai,仅有文书名称，无具体违法内容。
《鸽精》,其他,ai,仅有标题《鸽精》，无实质内容可判。
《魅力女人》,其他,ai,仅为作品名称，无具体违法内容。
《项目前期规划设计合作协议》,其他,ai,仅见合同名称，无实质内容可判。
《针织衫》,其他,ai,仅出现“针织衫”标题，无法判断具体。
《鑫报》,其他,ai,仅出现报纸名称，无法判断具体违规内容。
《鉴定证明报告》,其他,ai,仅有标题无内容，无法判断具体类别。
《赔偿协议书》,其他,ai,《赔偿协议书》属民事赔偿约定，无行政违法。
《赔偿协议》,其他,ai,《赔偿协议》表述单一，无法细分类型。
《资质证》,其他,ai,《资质证》标题过于笼统无法细分。
《资格证书》,其他,ai,《资格证书》未体现具体违法内容。
《资产评估报告》,其他,ai,仅提及资产评估报告，信息过少。
《资产评估咨询报告》,其他,ai,仅有报告名称，无法对应具体类别。
《资产评估业务合作协议书》,其他,ai,《资产评估业务合作协议书》内容过于笼统。
《资产委托承包合同》,其他,ai,仅有合同名称，无法判断具体类型。
《身份证复印件》,其他,ai,仅见标题无条文内容无法判断。
《贺州市工商行政管理局八步区分局询问（调查）笔录》,其他,ai,仅有笔录标题，无实质案情描述。
《贺州市工商行政管理局八步区分局现场笔录》,其他,ai,仅有文书名称无法判断具体类型。
《费用确认单》,其他,ai,仅有标题无内容，无法判断具体类型。
《费用审核报销流程情况说明》,其他,ai,仅为流程说明，未体现具体违法。
《贵港市市场监督管理局行政处罚告知书》,其他,ai,仅有文书名称，缺乏具体案由信息。
《贵州省贵阳市南明区人民法院民事裁定书》,其他,ai,仅有裁定书名称，无法判断具体类型。
《贵州省贵阳市中级人民法院受理通知书》,其他,ai,仅有受理通知名称，无法细分类型。
《购房抵用劵》,其他,ai,仅有标题无内容，无法准确归类。
《质量监督工作转办通知书》,其他,ai,仅见文书名称，无具体案情内容。
《贺州市工商行政管理局八步区分局询问通知书》,其他,ai,仅有文书名称，无法判断具体违法类型。
《货物记录簿》,其他,ai,仅有标题无法判断具体类型。
《车主(受委托人)笔录》,其他,ai,仅有标题无法判断具体领域。
《转办记录单》,其他,ai,仅有标题无法获知具体情形。
《远程勘验截屏证据》,其他,ai,仅有标题无具体内容，无法细分。
《进货合同》,其他,ai,仅有标题无法判断具体类型。
《进货单》,其他,ai,仅出现《进货单》标题，信息不足。
《达工商宣工商告字2016第92号处罚告知书》,其他,ai,仅有文号名称，无具体违法事实描述。
《辽宁省行政处罚听证程序暂行规定》第三条,其他,ai,仅为程序性规定，无法对应具体领域。
《辽宁省市场监督管理行政处罚裁量基准》,其他,ai,《裁量基准》为程序性规范，未见具体行为情形。
《辽宁省市场监督管理局行政处罚裁量基准》,其他,ai,仅有裁量基准标题，无法细分。
《辽宁省市场监督管理局关于印发的通知》,其他,ai,仅有通知名称，无法判断具体内容。
《转办函》,其他,ai,《转办函》无具体案情内容可判定。
《辽宁省市场监督管理局》,其他,ai,仅有机关名称，无具体法规内容。
《辽宁省合同监督条例》第7条,其他,ai,仅给出条号，无具体内容可判定。
《辉南县市场监督管理局行政处罚听证告知书》,其他,ai,仅有文书名称，无具体违法内容。
《辅料房配料记录表》,其他,ai,《辅料房配料记录表》仅为记录名称，无实质内容。
《转让合同》,其他,ai,仅见合同名称无法判断具体类型。
《转让协议》第四条第3项,其他,ai,仅有条款编号，无具体内容可判。
《转让协议》,其他,ai,仅见协议标题，无任何违法内容。
《转办通知单》,其他,ai,未提供任何实质法律条文内容。
《转办说明》,其他,ai,仅有标题转办说明，无法判断具体类型。
《辽宁省实施规定》第十九条,其他,ai,仅有条号无具体内容，无法细分。
《货物入仓单》,其他,ai,仅出现票据名称无法判断具体类型。
《货物仓储协议》,其他,ai,仅见协议标题，无法判断具体类型。
《货物专项采购合同》,其他,ai,仅见合同名称，无具体违法内容。
《责令限期 改正通知书》,其他,ai,仅有标题无具体违法情节可判定。
《责令退款通知书》,其他,ai,仅见文书名称无法判断违法类型。
《责令退款告知书》,其他,ai,仅有文书名称，无具体违法情节。
《责令退款事先告知书》,其他,ai,仅有标题无内容，无法判断。
《责令立即（限期）改正违法通知书》,其他,ai,文本无具体违法内容，无法判断。
《责令立即（限期）改正违法行为通知书》,其他,ai,未提供具体条款内容无法判断。
《责令立即（限期）改成违法行为通知书》,其他,ai,未提供具体违法内容，无法细分。
《责令立即（限 期）改正违法行为通知书》,其他,ai,未提供具体法条内容，无法细分。
《责令限期履行义务通知书》,其他,ai,仅有通知书名称无法判断内容。
《责令立即改正通知书》,其他,ai,仅有文书标题，无具体违法情节。
《责令立即改正违法行为通知书》,其他,ai,无具体法条内容，无法判断。
《责令立即(限期)改正违法行为通知书》,其他,ai,未提供具体法条内容，无法细分。
《责令期限整改指令书》,其他,ai,仅有文书名称，无法判断具体领域。
《责令期限指令书》,其他,ai,仅有文书名称无法判断具体类型。
《责令整改通知书》,其他,ai,仅有标题无正文，无法判定具体内容。
《责令整改通知 书》,其他,ai,仅有标题无具体违法事实描述。
《责令整改指令书》,其他,ai,仅有标题无法判断具体类别。
《责令改正（停止）违法行为通知书》,其他,ai,未提供具体法条内容，无法细分。
《责令立即改正通书》,其他,ai,仅有标题无具体违法事实。
《责令限期改 正通知书》,其他,ai,仅有标题无法判断具体类型。
《责令限期改正(办理)通知书》,其他,ai,仅有文书名称，无实质内容信息。
《责令限期改正决定书》,其他,ai,仅有文书标题，无法判断具体类别。
《责任限期整改指令书》,其他,ai,仅有文书标题无任何案情内容。
《责任认定书》,其他,ai,仅有标题无具体违法情节。
《责任改正通知书》,其他,ai,仅见标题无具体违法内容。
《责令（限期）整改指令书》,其他,ai,仅有文书名称，无具体违法内容。
《责令（限期）改正通知书》,其他,ai,仅有文书名称，无任何案情内容。
《责令（立即）限期改正违法行为通知书》,其他,ai,未提供任何具体违法事实内容。
《责令限期通知书》,其他,ai,仅有标题无具体内容，无法判断。
《责令限期缴纳通知书》,其他,ai,仅见通知书名称，无法判断具体内容。
《责令限期正通知书》,其他,ai,仅有文书标题无具体违法内容。
《责令限期整改通知书》,其他,ai,仅有文书名称，无具体违法内容。
《责令限期整改指定书》,其他,ai,仅有文书标题无具体违法内容。
《责令限期整改指令书》,其他,ai,仅有文书标题无具体案情内容。
《责令限期整改指书》,其他,ai,仅有文书名称无法判断具体类型。
《责令限期改通知书》,其他,ai,仅有文书标题，无具体案情信息。
《责令限期改正通知书》,其他,ai,仅有标题无具体违法内容描述。
《责令限期改正通书》,其他,ai,仅有文书名称，无法具体判断。
《责令限期改正违法行为通知书》,其他,ai,仅有标题无条文内容，无法细分。
《责令限期改正违法行为决定书》,其他,ai,未提供具体条文内容无法判断。
《责令限期改正指令书》,其他,ai,仅有标题无具体内容，无法判断。
《远程取证视频》,其他,ai,仅见标题无实质内容可判定。
《违法事实照片》,其他,ai,仅给出标题无法判断具体类型。
《违法案件告知表》,其他,ai,文本无任何具体违法事实与条款。
《违法线索移送函》,其他,ai,线索移送函无任何实质内容可判定。
《金华市人民政府法制办公室 金华市人民政府行政复议局关于金华市人民政府行政复议局挂牌运行的公告》,其他,ai,仅为机构挂牌公告，违法类型不明。
《重点高新技术企业证书》,其他,ai,仅提及证书名称，无法判断具体类型。
《重点执法检查问题移交表》,其他,ai,未提供具体条文内容，无法细分。
《重庆时报》,其他,ai,仅有报纸名称，无法判断具体类型。
《重庆志成机械股份有限公司股东会决议》,其他,ai,仅为公司内部股东会决议标题，无法见违法。
《重庆市市场监督管理行政处罚裁量规则》第十四条第（三）项,其他,ai,仅给条款序号无法判断具体类型。
《重庆市市场监督管理行政处罚裁量基准》,其他,ai,仅出现总称标题，无法确定具体类型。
《重庆市工商行政管理局行政处罚听证告知书》,其他,ai,仅有文书名称，无法判断具体类型。
《金华市城市管理行政执法局十类案件行政处罚自由裁量参照标准(试行)》,其他,ai,仅见标题无具体条文内容，无法细分。
《重庆市工商行政管理局璧山区分局行政处罚听证告知书》,其他,ai,仅有文书名称，缺乏具体违法内容。
《重庆市工商行政管理局合川区分局现场笔录》,其他,ai,仅见文书名称，无具体案情内容。
《重庆市工商行政管理局九龙坡区分局行政处罚告知书》,其他,ai,仅见告知书标题，无具体违法内容。
《重庆市工商行政管理局九龙坡区分局行政处罚听证告知书》,其他,ai,仅有听证告知书名称，无法细分。
《重庆市工商行政管理局万州区分局责令改正通知书》,其他,ai,仅有文书名称，无具体违法情节。
《重庆市大足区市场监督管理局责令改正通知书》,其他,ai,仅有文书名称，无具体违法内容。
《重庆市大渡口区人民检察院检查意见书》,其他,ai,仅有文书名称，缺乏具体案情。
《重庆市九龙坡区市场监督管理局行政处罚告知书》,其他,ai,仅有文书名称，无具体违法事项说明。
《重合同守信用企业》,其他,ai,《重合同守信用企业》属表彰管理规范。
《重庆市工商行政管理局江北区分局行政处罚听证告知书》,其他,ai,仅有告知书名称，无法判断具体违法类型。
《金华市城市管理行政执法局十类案件行政处罚自由裁量参照标准（试行）》,其他,ai,仅知系城管处罚标准，信息不足。
《金华市婺城区行政执法处罚自由裁量权细化标准》第【处罚-04901-000】项,其他,ai,未提供具体条文内容，无法细化判断。
《金旺角特刊》,其他,ai,仅有刊物名称，无具体违法内容。
《鉴定证明书》,其他,ai,仅有标题无法判断具体违规内容。
《鉴定证明》,其他,ai,仅有标题无内容，无法判断。
《鉴定证书》,其他,ai,仅有“鉴定证书”字样，信息不足。
《鉴定结果通告知书》,其他,ai,仅有文书名称，缺乏具体内容。
《鉴定结果告知书》,其他,ai,仅有标题无实质内容信息。
《鉴定结果》,其他,ai,鉴定结果内容缺失，无法判断。
《鉴定报告》,其他,ai,鉴定报告内容缺失，无法判断具体类型。
《鉴定意见通知书》,其他,ai,仅有标题无法判断具体领域。
《鉴定意见告知书》,其他,ai,仅有标题无法获取具体违法内容。
《鉴定意见书》,其他,ai,仅有标题无内容，无法判断具体类型。
《鉴定委托书》,其他,ai,仅有标题无内容，无法判断具体类型。
《鉴定分析报告》,其他,ai,仅有标题无内容，无法细分判断。
《鉴定书》,其他,ai,《鉴定书》无具体违法情节可判定。
《鉴别报告情况说明》,其他,ai,仅有标题无具体内容，无法判断。
《鉴别报告书》,其他,ai,仅有标题无法判断具体违规内容。
《鉴别报告》,其他,ai,仅有“鉴别报告”字样，无法判断具体内容。
《金色年代》,其他,ai,仅有书名无具体条文内容。
《金沙县市场监督管理局询问笔录》,其他,ai,仅见询问笔录标题，缺乏实质内容。
《金沙县市场监督管理局现场笔录》,其他,ai,仅给出笔录标题，缺乏具体内容。
《采购验收单》,其他,ai,《采购验收单》仅为票据名称，无实质内容。
《责令改正通知书》,其他,ai,仅有文书名称，无实质内容信息。
《采购订单》,其他,ai,仅有“采购订单”标题，无法细分类型。
《酒水供应协议》第四项,其他,ai,仅有条款标题，无具体内容可判定。
《送达地址确认舒复印件》,其他,ai,仅有文书名称，无法判断具体类型。
《送达地址确认书》,其他,ai,仅为送达地址确认，无实质违法。
《送达回证》,其他,ai,仅出现送达回证名称，无法判断。
《送达回执》,其他,ai,仅见送达文书名称无法判断类型。
《送货清单》,其他,ai,仅见标题“送货清单”，无具体内容。
《送货单》,其他,ai,仅为送货单标题，无违法内容。
《退还财物清单》,其他,ai,《退还财物清单》信息过少无法判断。
《追寻红军在贵州的足迹》,其他,ai,《追寻红军在贵州的足迹》属红色文化著作。
《送达方式及地址确认书》,其他,ai,仅出现送达确认书标题，信息不足。
《述职修约规则与极限述职的表示和判定》,其他,ai,仅给出标题，无具体违法内容可判定。
《违规行为整改通知书》,其他,ai,未提供具体条文内容无法判断。
《违规行为报告单》,其他,ai,未提供具体条文内容，无法细分判断。
《违法违规案件移交函》,其他,ai,仅有文书标题，无具体案情内容。
《违法违章提示通知书》,其他,ai,未提供具体条文内容无法判断。
《违法行为通知书》,其他,ai,无具体条文内容，无法判断类别。
《违法行为线索交办通知书》,其他,ai,无具体法条内容，无法判断类型。
《违法行为改正决定书》,其他,ai,仅有标题无法识别具体领域。
《违法行为告知书》,其他,ai,未提供具体违法条款内容，无法判断。
《连云港市市场监督管理局行政处罚听证告知书》,其他,ai,仅有听证告知书名称，无法判断具体违法类型。
《通信业务合作协议》,其他,ai,仅有协议名称，无法对应具体领域。
《通信业务接入协议》,其他,ai,仅有协议名称，无具体条款内容。
《通信业务补充协议》,其他,ai,仅见协议标题，缺乏实质内容。
《酒水供应协议》,其他,ai,仅有协议名称，无具体违法内容。
《配合方案》,其他,ai,仅有标题无内容，无法判断具体类型。
《鄂尔多斯市工商行政管理局东胜区分局责令改正通知书》,其他,ai,仅有文书名称，无法具体判断。
《郎酒核心分销商协议》,其他,ai,仅有协议名称，无法判断具体类别。
《邵阳市工商行政管理局责令改正通知书》,其他,ai,仅有文书名称，缺乏具体内容。
《邮政法》第五十四条,其他,ai,仅给出条号无内容，无法细分。
《遂射工商工商告字2014第54号处罚告知书》,其他,ai,仅有处罚告知书编号，无法判断类型。
《通讯合作协议》,其他,ai,仅见协议名称，无具体违法内容。
《通行证》,其他,ai,仅有《通行证》标题，无法判断具体类型。
《通知》,其他,ai,仅出现《通知》字样，信息不足。
《通用申报表》,其他,ai,《通用申报表》信息极少，无法细分。
《通榆县市场监督管理局行政处罚自由裁量规则》第十五条,其他,ai,仅给出条号，无具体违法内容描述。
《通榆县市场监督管理局行政处罚听证告知书》,其他,ai,仅有文书标题，缺乏具体案由。
《通报函》,其他,ai,通报函无具体违法事实描述。
《通报》,其他,ai,通报内容空缺，无法判断具体类型。
《通告》,其他,ai,《通告》未载明具体内容，无法判断。
《通则》第十条,其他,ai,仅给出条号无内容，无法判断。
《通信铁塔(市区电化厂西北移动存量续签)场地用电协议》,其他,ai,仅见场地用电协议名称，信息不足。
《通信协议》,其他,ai,仅有标题“通信协议”，无法细化判断。
《酒水供应合作协议》,其他,ai,仅为合同名称，无违法内容信息。
《组织架构及部门职责》,其他,ai,仅有标题无法判断具体领域。
《(没收)物品清单》,其他,ai,仅见标题无实质内容可判定。
《线索移交函》,其他,ai,线索移交函中未包含任何实质内容。
《温州市瓯海区城市管理与行政执法局行政处罚事先告知书》,其他,ai,仅提供文书名称，无法判断具体类型。
《温州市市级综合行政执法事项目录》,其他,ai,仅给出目录名称，无法具体判断。
《温州市市场监督管理局规范行政处罚案件办理若干意见》第十六条第一款,其他,ai,仅给出条款编号，无法判断内容。
《服务外包协议》,其他,ai,仅见协议名称，无实质条文内容。
《本草密码》,其他,ai,《本草密码》无法对应现有具体类别。
《本草汇言》,其他,ai,《本草汇言》属古籍书名，无法判断。
《本草纲目》,其他,ai,《本草纲目》为古代本草典籍非现行法规。
《朱元璋全传》,其他,ai,为历史传记书名，非现行法律。
《机组分类情况月报表》,其他,ai,仅有表名，无具体违法内容可判定。
《李圣勇任命文件复印件》,其他,ai,仅为任命文件名称无违法内容。
《李圣勇身份证复印件》,其他,ai,仅为身份证复印件说明，无违法内容。
《李玮身份证复印件》,其他,ai,仅有身份证复印件名称，无法判断具体内容。
《杏墰心语》,其他,ai,仅有书名无内容，无法判断。
《材料见证记录》,其他,ai,《材料见证记录》信息过少无法判断。
《线索转办函》,其他,ai,线索转办函无具体事实与法条。
《村委场地证明》,其他,ai,仅为村委证明文件名称，无违法信息。
《条 例》第四十一条"经营者违反本,其他,ai,条文残缺，无具体违法指向。
《温州市鹿城区综合行政执法局责令限期改正通知书》,其他,ai,仅有文书名称，无法判断具体领域。
《温州市龙湾区城市管理与行政执法局行政处罚事先告知书》,其他,ai,仅有告知书标题，无法判断具体违规类型。
《温州市龙湾区综合行政执法局行政处罚事先告知书》,其他,ai,只有告知书标题，缺乏具体违法情节。
《温州市龙湾区综合行政执法局行政处罚告知书》,其他,ai,仅有文书标题，无具体违法内容。
《湛江市霞山区市场监督管理局行政处罚听证告知书》,其他,ai,仅有处罚听证告知书名称，无法判断。
《湛江市工商行政管理局霞山分局行政处罚告知书》,其他,ai,仅有标题无案情细节，无法细分。
《湘西州市场监督管理局实施行政强制措施决定书》,其他,ai,仅有文书名称，无法判断具体领域。
《湘潭县市场监督管理局责令改正通知书》,其他,ai,仅有文书名称无法判断具体类型。
《湖南省行政程序规定》第六十八条,其他,ai,仅给出条文编号，缺乏具体内容。
《湖南省城市综合管理条例》第十七条第一款,其他,ai,仅给出条款序号，无法判断内容。
《湖南省人民政府法制办公室关于耒阳市进一步推进相对集中行政处罚权试点工作的复函》,其他,ai,仅见试点复函名称，无法细分。
《湖北省市场监督管理行政处罚裁量规则》第十八条:“对违法行为给予罚款处罚,其他,ai,仅为处罚规则条款，未涉具体领域。
《条例》,其他,ai,《条例》内容空缺，无法具体判断。
《湖北省市场监督管理行政处罚裁量规则》第八条第（二）项、第十一条第（二）项,其他,ai,仅给出裁量规则条款，无法判断具体领域。
《湖北省市场监督管理行政处罚裁量规则》第三条、第十二条第(三)项,其他,ai,仅给出规则条款序号，无法细分。
《湖北省工商行政管理机关实施行政处罚自由载量权暂行规定》第十二条以及第十三条,其他,ai,仅知为自由裁量规定，无法细分。
《湖北省实施办法》第八条,其他,ai,仅给出条文编号，无法判断内容。
《湖北省实施办法》第二十一条第一款,其他,ai,仅给出条款序号，无法判断内容。
《湖北省实施办法》第三十一条,其他,ai,仅给出条文编号，无法判断内容。
《温馨提示》,其他,ai,仅有“温馨提示”标题，内容缺失无法判断。
《温州都市报》,其他,ai,仅提及报纸名称，无法判断具体违法内容。
《温州晨辉包装材料有限公司》,其他,ai,仅有企业名称，无法判断具体违法类型。
《湖北省市场监督管理行政处罚裁量规则》第五条、第十二条,其他,ai,仅指裁量规则条款，无法细化。
《源头负责人询问笔录》,其他,ai,仅有标题无法判断具体违法类型。
《条例》第七十七条,其他,ai,仅给出条文条次，无法判断内容。
《条例》第三十九条第(三)项,其他,ai,仅给出条款序号，无具体内容。
《清镇市市场监督管理局现场笔录》,其他,ai,仅有文书名称，无法判断具体内容。
《清算报告》,其他,ai,仅有标题无法判断具体违规类型。
《杭州市综合行政执法行政处罚裁量基准》第十九章第八条第三款,其他,ai,《裁量基准》条款内容未提供，无法判断。
《清真证书》,其他,ai,仅提及“清真证书”，无法细化归类。
《清单》,其他,ai,仅见标题《清单》，无实质内容。
《深圳特发华日汽车企业有限公司变更决定》,其他,ai,《变更决定》标题外无案情细节信息。
《深圳市市场监督管理局行政执法案件办理程序》第一百二十一条,其他,ai,仅给出条文序号，无法判断具体内容。
《深圳市市场和质量监督管理委员会执法案件办理程序若干规定》第十五条,其他,ai,仅给出条文标题，无法判断具体领域。
《深圳市人民政府关于印发应对新型冠状病毒感染的肺炎疫情支持企业共渡难关若干措施的通知》,其他,ai,文件系扶持措施通知，无处罚内容。
《深圳—东莞》,其他,ai,仅有地名无具体法条内容。
《淄博市市场监管案源移交表》,其他,ai,未提供具体条文内容，无法细判。
《涉案物品清单》,其他,ai,《涉案物品清单》无具体内容可判。
《涉嫌违法案件移送函》,其他,ai,仅有标题无案情细节，无法判断。
《海盐县综合行政执法局调查（询问）笔录》,其他,ai,仅有笔录标题，未见具体内容。
《海盐县综合行政执法局行政处罚事先告知书》,其他,ai,仅有告知书名称，无法判断类型。
《海盐县综合行政执法局文书送达回证》,其他,ai,仅为送达文书名称，无法判断具体违法类型。
《海盐县综合行政执法局整改复查意见书》,其他,ai,仅有文书名称，无法判断具体类型。
《清镇市市场监督管理局责令改正通知书》,其他,ai,仅有文书名称，案情内容缺失。
《温岭市综合行政执法局行政处罚事先告知书》,其他,ai,仅有告知书标题，无法判断具体违法内容。
《杭州市综合行政执法行政处罚裁量基准》,其他,ai,仅给出裁量基准标题，无法细分。
《杭州市城市管理行政执法自由裁量权事实办法》,其他,ai,《办法》内容未提供，无法细分判断。
《条例》第三十九条第(三)项,其他,ai,《条例》未指明领域内容不明。
《条例》第三十六条第一款,其他,ai,仅有条款编号，无具体行为内容。
《条例》第三条,其他,ai,仅给出条文序号无法判断内容。
《条例》第三条,其他,ai,仅给出条文序号，无具体内容。
"《条例》第三条,",其他,ai,仅提及条例条款，无法具体判断。
《条例》第三条、第八条第（五）项,其他,ai,仅给出条款序号，内容不明。
《温州市城市管理行政处罚自由裁量行使规定》,其他,ai,仅见规定名称，无法细化判断。
《条例》第十二条第一款、第二款,其他,ai,仅给出条款序号，无法判断内容。
《条例》第七十八条,其他,ai,仅给出条文序号，无法判断内容。
《条例》第十条,其他,ai,仅见条款序号，缺乏具体内容。
《杨凌示范区工商案告字字2017第7号处罚听证告知书》,其他,ai,仅给出文号，无具体案由内容。
《杭州市临平区人民政府办公室公文处理简复单》,其他,ai,仅为公文处理单名称，信息不足。
《杭州市余杭区市场监督管理局协助调查函回函》,其他,ai,仅见协助调查函回函名称，信息不足。
《杭州市城市管理常见违法行为自由裁量基准表》第29条,其他,ai,仅给出条款编号，无法判断内容。
《杭州市城市管理常见违法行为自由裁量基准表》第46条规定的规定,其他,ai,仅给出条款编号，无法判断具体领域。
《温岭日报》,其他,ai,仅有报纸名称，无法判断具体内容。
《杭州市城市管理常见违法行为自由裁量基准表》第四十六项,其他,ai,仅给出“第四十六项”序号无法判断内容。
《杭州市城市管理行政处罚自由裁量基准表》,其他,ai,仅有标题无具体条款内容，无法细分。
《杨凌时讯》,其他,ai,《杨凌时讯》为刊名，无法判断内容。
《海德曼数控机床》,其他,ai,仅有名称无具体条文内容。
《漳州市市场监督管理局关于印发服务市场主体纾困解难十二条措施的通知》,其他,ai,纾困解难扶持措施，无处罚内容。
《潮州市工商行政管理局行政处罚听证告知书》,其他,ai,仅有文书名称，无具体案由内容。
《现场执法照片》,其他,ai,仅有“现场执法照片”，无具体案由信息。
《现场执法文书》,其他,ai,未提供具体条文内容，无法判断。
《现场情况示意图》,其他,ai,仅有示意图标题，无法判断具体类型。
《现场影像资料保存证物袋》,其他,ai,仅见证物袋标题，无法判断具体类型。
《现场处置措施决定书》,其他,ai,仅有文书标题，内容缺失无法判断。
《现场处置措施》,其他,ai,仅有标题无具体内容，无法判断。
《现场处理措施决定书》,其他,ai,仅有文书名称无法判断具体类型。
《现场处理措施决定书》,其他,ai,仅有文书名称，无法判断具体类型。
《现场处理决定书》,其他,ai,仅有文书标题，无任何案情内容。
《现场取证照片说明》,其他,ai,仅有标题无内容，无法判断。
《现场取证照片》,其他,ai,仅有“现场取证照片”，无法判断具体类型。
《现场勘验笔录》,其他,ai,仅有标题无法获取具体违法信息。
《现场勘验照片》,其他,ai,仅有“现场勘验照片”，无具体违法内容。
《现场勘验图》,其他,ai,仅有标题“现场勘验图”，无实质内容。
《现场勘验、检查笔录》,其他,ai,未提供任何具体法律条文内容。
《现场勘验(检查)笔录》,其他,ai,仅有标题无内容，无法判断。
《现场勘测笔录》,其他,ai,仅有文书标题无法判断具体类型。
《案件督办函》,其他,ai,仅有函名无实质条文内容。
《现场提取证据贴签》,其他,ai,仅见“现场提取证据贴签”名称无法判断。
《现场整改照片》,其他,ai,《现场整改照片》信息极少无法判断。
《现场核查报告》,其他,ai,《现场核查报告》无实质内容可判。
《现场检查方案》,其他,ai,仅见“现场检查方案”，无法细分。
《现场检查影像证据》,其他,ai,仅有标题无具体内容，无法判断。
《现场检查勘验笔录》,其他,ai,仅见标题无具体案情内容。
《现场检查勘察笔录》,其他,ai,仅有标题，无具体违法事实描述。
《现场检查事实确认单》,其他,ai,仅有标题无具体违法事实内容。
《现场检查事实确认书》,其他,ai,仅有文书名称，无具体违法事实。
《现场检查事实对应分管责任人明细》,其他,ai,仅见标题无具体内容可判定。
《现场检查事实与评价》,其他,ai,未提供具体事实内容，无法判断。
《现场勘查记录》,其他,ai,记录内容缺失，无法判断具体类型。
《现场检查/勘验笔录》,其他,ai,仅有标题无具体内容，无法判断。
《现场检查(勘验)记录》,其他,ai,仅有标题无实质内容，无法判断。
《现场检查(勘验)笔录》,其他,ai,笔录内容缺失，无法判断具体类型。
《现场检查(勘验)笔录》,其他,ai,笔录内容缺失，无法判断具体类型。
《现场检查(勘验)示意图》,其他,ai,仅有示意图名称，无法具体判断。
《现场检查(勘验)影响证据》,其他,ai,仅标题“现场检查影响证据”，无法细分。
《现场检查(勘验)影像证据》,其他,ai,仅有标题无具体内容，无法细分。
《现场检查(勘查)笔录》,其他,ai,仅有标题无具体违法事实描述。
《现场检查(勘察)笔录》,其他,ai,仅有标题无具体案情内容。
《现场检查(勘验)证据》,其他,ai,仅有标题无具体内容，无法细分。
《漳州市积极应对疫情影响助力市场主体纾困解难的三十条措施》,其他,ai,涉疫情纾困扶持政策性措施，无处罚内容。
《现场勘查笔录》,其他,ai,除标题外无实质违法内容可判定。
《现场勘查、取证图片》,其他,ai,仅有标题无内容，无法判断具体类型。
《物业经理任命书》,其他,ai,《物业经理任命书》为任职文书，无法定违规信息。
《物业服务协议》,其他,ai,仅见物业协议名称，无具体违法内容。
《牛年远程》,其他,ai,《牛年远程》未体现具体领域信息。
《牛年运程》,其他,ai,《牛年运程》属运势内容非法规。
《爱的教育》,其他,ai,《爱的教育》为文学作品并非法律条文。
《照片提取单》,其他,ai,《照片提取单》信息极少，无法判断。
《照片》,其他,ai,仅有“照片”字样，无法判断具体内容。
《烤箱清扫作业方案》,其他,ai,《烤箱清扫作业方案》属安全操作规程。
《灵川县市场监督管理局行政处罚听证告知书》,其他,ai,仅有听证告知书标题，无法判断违法类型。
《灵寿县工商行政管理局责令改正通知书》,其他,ai,仅见通知书名称，无具体违法内容。
《火化证明》,其他,ai,仅见“火化证明”标题无法细化判断。
《濮阳市市场监督管理局询问通知书》,其他,ai,仅见询问通知书名称，无法细化判断。
《濮阳市市场监督管理局协助调查函》,其他,ai,仅见协助调查函标题，内容缺失。
《潼关局工商案告字字2015第17号处罚告知书》,其他,ai,仅给出文号，无具体违法事实描述。
《潮州市潮安区工商行政管理局行政处罚告知书》,其他,ai,仅有文书名称无具体案情内容。
《潮州市潮安区工商行政管理局行政处罚听证告知书》,其他,ai,仅见听证告知书标题，无法判断具体违法类型。
《潮州市工商行政管理局行政处罚告知书》,其他,ai,仅有案由名称，无具体违法内容。
《物探成果验证台账》,其他,ai,《物探成果验证台账》无法对应现有类。
《物权法》第七十四条,其他,ai,仅给出条号无具体行为内容。
《物理学基础教程》,其他,ai,《物理学基础教程》属教材内容，非法规。
《物证鉴定书》,其他,ai,仅有标题无法获取具体情节。
《现场勘察记录》,其他,ai,仅有标题无具体案情描述。
《现场勘察示意图》,其他,ai,仅见“现场勘察示意图”字样，信息不足。
《最高人民检察院、公安部关于公安机关管辖的刑事案件立案追诉标准的规定》,其他,ai,仅给出立案追诉总则，信息不足。
《月饼》,其他,ai,仅出现《月饼》标题，内容缺失无法判断。
《现场勘察平面示意图》,其他,ai,仅有示意图标题，无法判断具体类型。
《现场勘察平面图》,其他,ai,《现场勘察平面图》信息极少无法判断。
《现场勘察图》,其他,ai,仅有“现场勘察图”字样无法判断具体类型。
《现代金报》,其他,ai,仅有报纸名称，无案情内容。
《现场勘查示意图》,其他,ai,仅有“现场勘查示意图”标题，无法细分。
《现代花苑商住小区》,其他,ai,仅有小区名称，无法判断具体内容。
《王明德任命文件》,其他,ai,仅为任命文件名称，无违法信息。
《玉环市综合行政执法局行政处罚决定书》,其他,ai,仅给出决定书标题，无法判断具体违法类型。
《有医说医》,其他,ai,仅有标题无具体条文内容可判。
《服务协议》,其他,ai,仅有标题无法判断具体领域。
《玉环市综合行政执法局行政处罚事先告知书》,其他,ai,未提供具体条款内容，无法细分。
《玉楸药解》,其他,ai,仅为医药典籍名称，无法对应行政违法。
《特许零售商零售合作协议》,其他,ai,《特许零售商零售合作协议》仅系合同名称。
